Indian Institute of Technology Delhi,Aerospace Engineering,D5201,1963,3754,1645,2465,1006,1327,492,711,123,123,0,0,0,0,0,0
Indian Institute of Technology Delhi,Biochemical Engineering and Biotechnology,D5205,1388,1845,1005,1195,435,615,332,373,93,93,0,0,0,0,0,0
Indian Institute of Technology Delhi,Chemical Engineering,D5210,137,271,130,205,101,138,84,174,15,15,0,0,0,0,0,0
Indian Institute of Technology Delhi,Computer Science and Engineering,D5216,285,440,206,383,119,185,60,129,45,45,0,0,0,0,0,0
Indian Institute of Technology Delhi,Electrical Engineering with M.Tech. in Information and Communication Technology,D5220,326,876,674,895,195,639,324,499,97,97,0,0,0,0,0,0
Indian Institute of Technology Delhi,Mathematics and Computing,D5305,2318,3414,1321,1508,460,789,433,485,98,98,0,0,0,0,0,0
Indian Institute of Technology Indore,Computer Science and Engineering,E4110,3032,3982,1401,1814,868,994,262,415,157,157,0,0,0,0,0,0
Indian Institute of Technology Indore,Electrical Engineering,E4111,3245,4174,1337,1858,872,953,343,422,0,0,0,0,0,0,0,0
Indian Institute of Technology Indore,Mechanical Engineering,E4125,2004,2598,838,1197,501,528,110,214,34,34,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Aerospace Engineering,G4101,3806,5095,2100,2569,1247,1353,646,654,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Agricultural and Food Engineering,G4102,3215,4627,1367,2328,1129,1255,647,656,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Biotechnology and Biochemical Engineering,G4105,1183,2247,932,1257,556,722,270,360,136,136,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Chemical Engineering,G4107,1522,2503,891,1140,302,519,198,219,80,80,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Civil Engineering,G4109,241,429,113,303,79,169,4,105,19,19,22,22,0,0,0,0
Indian Institute of Technology Kharagpur,Computer Science and Engineering,G4110,510,921,151,424,186,254,102,121,54,54,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Electrical Engineering,G4111,333,729,291,499,62,257,117,166,58,58,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering,G4115,2213,2999,1398,1533,697,870,444,451,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Industrial Engineering,G4120,1193,1823,516,1124,265,714,315,365,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Instrumentation Engineering,G4121,2102,2917,1304,1545,811,1053,465,514,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Manufacturing Science and Engineering,G4122,748,1098,322,492,148,256,9,90,53,53,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Mechanical Engineering,G4125,2722,3617,1316,1974,740,1166,534,599,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Metallurgical and Materials Engineering,G4127,3650,4555,1517,2240,905,1240,357,454,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Mining Engineering,G4130,3154,4139,1412,1947,908,951,326,403,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Ocean Engineering and Naval Architecture,G4133,3828,7069,2727,3868,1357,1734,815,1101,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Architecture,G5101,2649,2913,1178,1312,551,618,275,275,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Agricultural and Food Engineering with M.Tech. in any of the listed specializations,G5203,5271,6008,2657,3064,1309,1428,701,834,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Biotechnology and Biochemical Engineering,G5208,3906,5375,2400,2825,1195,1403,812,845,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Chemical Engineering,G5210,2258,2843,1313,1492,756,846,428,474,144,144,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Civil Engineering with any of the listed specialization,G5215,2671,3000,1215,1413,543,590,251,272,102,102,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Computer Science and Engineering,G5216,444,699,338,489,158,344,188,235,31,31,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Electrical Engineering with M.Tech. in any of the listed specializations,G5222,926,1168,515,555,370,416,93,193,62,62,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Electronics and Electrical Communication Engineering with M.Tech. in any of the listed specializations,G5225,723,1084,265,611,406,542,75,308,63,63,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Industrial Engineering with M.Tech. in Industrial Engineering and Management,G5230,3020,3513,1543,1768,209,1040,602,602,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Manufacturing Science and Engineering with M.Tech. in Industrial Engineering and Management,G5231,3077,3534,1555,1635,1097,1122,438,438,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Mechanical Engineering with M.Tech. in any of the listed specializations,G5239,1116,1494,502,726,264,449,239,311,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Metallurgical and Materials Engineering with M.Tech. in Metallurgical and Materials Engineering,G5243,3122,3955,1742,2170,1070,1098,589,589,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Mining Engineering,G5247,4559,4872,2196,2432,1252,1330,480,480,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Mining Safety Engineering,G5248,4879,5640,2455,2800,1373,1406,867,867,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Ocean Engineering and Naval Architecture,G5251,4037,4484,1989,2182,1188,1271,650,658,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Quality Engineering Design and Manufacturing,G5253,2748,3653,1870,2081,960,1055,677,677,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Applied Geology,G5501,5159,6199,2846,3565,1461,1662,876,986,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Chemistry,G5503,5157,6437,3046,3449,1494,1639,873,931,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Economics,G5504,3880,4703,2622,3468,1423,1676,865,952,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Exploration Geophysics,G5505,3722,5661,2868,3553,1232,1742,974,991,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Mathematics and Computing,G5506,1597,3380,1156,1920,858,1297,694,752,0,0,0,0,0,0,0,0
Indian Institute of Technology Kharagpur,Physics,G5507,3036,4930,2632,3221,1303,1597,912,982,0,0,0,0,0,0,0,0
Indian Institute of Technology Hyderabad,Chemical Engineering,H4107,3520,4151,1373,1943,857,1087,408,461,0,0,0,0,0,0,0,0
Indian Institute of Technology Hyderabad,Civil Engineering,H4109,3061,3827,1241,1605,638,793,338,344,166,166,0,0,0,0,0,0
Indian Institute of Technology Hyderabad,Computer Science and Engineering,H4110,1385,2162,306,869,332,527,185,289,0,0,163,163,0,0,0,0
Indian Institute of Technology Hyderabad,Electrical Engineering,H4111,1912,2613,945,1132,299,613,314,348,0,0,0,0,0,0,0,0
Indian Institute of Technology Hyderabad,Engineering Science,H4118,2819,4075,1818,2079,984,1089,466,505,0,0,0,0,0,0,0,0
Indian Institute of Technology Hyderabad,Mechanical Engineering,H4125,1976,2881,896,1189,349,678,306,347,0,0,0,0,0,0,0,0
Indian Institute of Technology Rajasthan,Computer Science and Engineering,J4110,3159,3845,1464,1740,685,931,431,463,104,104,0,0,0,0,0,0
Indian Institute of Technology Rajasthan,Electrical Engineering,J4111,3678,4436,1205,1899,604,942,301,309,0,0,0,0,0,0,0,0
Indian Institute of Technology Rajasthan,Mechanical Engineering,J4125,2989,4680,1823,2025,463,954,330,407,0,0,0,0,0,0,0,0
Indian Institute of Technology Rajasthan,Systems Science,J4138,4187,6214,2261,2662,1183,1602,625,727,0,0,0,0,0,0,0,0
Indian Institute of Technology Kanpur,Aerospace Engineering,K4101,1022,2327,732,1049,231,490,217,255,0,0,0,0,0,0,0,0
Indian Institute of Technology Kanpur,Biological Sciences and Bioengineering,K4103,1547,4361,2149,2528,1099,1253,730,765,0,0,0,0,0,0,0,0
Indian Institute of Technology Kanpur,Chemical Engineering,K4107,1197,1951,483,1147,359,598,246,325,111,111,164,164,0,0,0,0
Indian Institute of Technology Kanpur,Civil Engineering,K4109,544,2312,575,999,363,451,106,167,24,75,142,142,0,0,0,0
Indian Institute of Technology Kanpur,Computer Science and Engineering,K4110,98,280,54,176,59,99,80,120,3,14,0,0,17,17,0,0
Indian Institute of Technology Kanpur,Electrical Engineering,K4111,293,590,141,317,44,194,34,104,25,30,55,55,41,41,0,0
Indian Institute of Technology Kanpur,Materials Science and Engineering,K4123,2286,3507,654,2058,807,1155,381,662,0,0,0,0,0,0,0,0
Indian Institute of Technology Kanpur,Mechanical Engineering,K4125,405,891,196,405,49,236,25,107,37,43,59,59,0,0,0,0
Indian Institute of Technology Kanpur,Chemistry,K4201,3502,5850,2217,2973,1387,1491,732,842,0,0,0,0,0,0,0,0
Indian Institute of Technology Kanpur,Economics,K4202,1865,3999,1676,2581,825,1477,498,644,0,0,0,0,0,0,0,0
Indian Institute of Technology Kanpur,Mathematics and Scientific Computing,K4203,1203,2781,1300,2011,853,1201,552,817,0,0,0,0,0,0,0,0
Indian Institute of Technology Kanpur,Physics,K4204,1917,3377,1302,2437,84,1457,618,851,153,153,0,0,0,0,0,0
Indian Institute of Technology Madras,Aerospace Engineering,M4101,1307,2195,426,1115,204,493,131,159,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,Chemical Engineering,M4107,1016,2101,498,1193,544,754,253,341,79,79,0,0,0,0,0,0
Indian Institute of Technology Madras,Civil Engineering,M4109,1103,2255,423,1057,335,540,109,154,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,Civil Engineering,M4109,103,240,50,99,26,50,18,45,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,Computer Science and Engineering,M4110,100,539,60,201,28,172,32,99,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,Electrical Engineering,M4111,841,1908,1236,1499,538,779,478,540,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,Engineering Physics,M4117,193,894,107,336,12,200,65,112,8,8,92,108,0,0,0,0
Indian Institute of Technology Madras,Mechanical Engineering,M4125,1709,3310,1166,1729,587,904,508,621,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,Metallurgical and Materials Engineering,M4127,2418,3778,897,1686,507,894,150,395,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,Naval Architecture and Ocean Engineering,M4132,2273,2583,482,1249,546,546,351,351,13,13,0,0,0,0,0,0
Indian Institute of Technology Madras,Aerospace Engineering,M5201,1703,2578,1364,1375,664,664,367,367,96,96,0,0,0,0,0,0
Indian Institute of Technology Madras,Aerospace Engineering with M.Tech. in Applied Mechanics with specialization in Biomedical Engineering,M5202,1512,4947,1777,2704,1142,1420,622,858,66,66,0,0,0,0,0,0
Indian Institute of Technology Madras,Biological Engineering,M5207,2133,2571,1204,1370,737,820,370,370,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,Chemical Engineering,M5210,2678,2815,1433,1435,651,651,0,0,128,128,0,0,0,0,0,0
Indian Institute of Technology Madras,Civil Engineering with M.Tech. in Applied Mechanics in any of the listed specializations,M5212,2175,2769,1131,1350,581,603,305,305,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,Civil Engineering (Infrastructural Civil Engineering),M5213,2896,2972,1318,1432,589,626,334,334,125,125,0,0,0,0,0,0
Indian Institute of Technology Madras,Civil Engineering with any of the listed specialization,M5215,291,548,293,398,177,271,133,184,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,Computer Science and Engineering,M5216,548,982,319,540,208,471,178,290,0,0,122,122,0,0,0,0
Indian Institute of Technology Madras,Electrical Engineering,M5217,1001,1122,597,628,522,565,0,0,78,78,0,0,0,0,0,0
Indian Institute of Technology Madras,Electrical Engineering with M.Tech in Applied Mechanics with specialization in Biomedical Engineering,M5218,1394,2814,900,1487,509,972,368,385,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,Engineering Design (Automotive Engineering),M5227,3014,3424,1731,1861,983,1038,666,666,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,Engineering Design (Biomedical Design),M5228,1187,1350,647,760,479,553,265,300,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,Mechanical Engineering (Thermal Engineering),M5236,904,1176,381,581,305,477,321,322,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,Mechanical Engineering (Intelligent Manufacturing),M5237,924,1208,511,618,220,379,132,297,72,72,0,0,0,0,0,0
Indian Institute of Technology Madras,Mechanical Engineering (Product design),M5238,3547,3915,1896,1925,928,986,637,637,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,Metallurgical and Materials Engineering,M5241,3791,4055,1343,1987,897,1047,0,0,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,Naval Architecture and Ocean Engineering,M5249,3794,4184,1762,1885,861,861,655,655,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,Naval Architecture and Ocean Engineering with M.Tech in Applied Mechanics in any of the listed specializations,M5250,2445,6894,3203,3511,1536,1725,889,1003,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,Biological Sciences,M5601,2080,3376,2485,2637,1185,1185,804,804,0,0,0,0,0,0,0,0
Indian Institute of Technology Madras,Physics,M5602,3408,4485,1807,2268,1115,1208,529,555,0,0,0,0,0,0,0,0
Indian Institute of Technology Gandhinagar,Chemical Engineering,N4107,2425,3320,1133,1584,663,829,346,397,0,0,0,0,0,0,0,0
Indian Institute of Technology Gandhinagar,Electrical Engineering,N4111,2262,3541,1330,1572,712,890,264,386,114,114,0,0,0,0,0,0
Indian Institute of Technology Gandhinagar,Mechanical Engineering,N4125,3008,4409,1514,1961,888,1065,509,538,161,161,0,0,0,0,0,0
Indian Institute of Technology Patna,Computer Science and Engineering,P4110,4022,4735,1830,2065,1039,1124,371,504,0,0,0,0,0,0,0,0
Indian Institute of Technology Patna,Electrical Engineering,P4111,4442,4863,1663,2209,962,1093,456,522,0,0,0,0,0,0,0,0
Indian Institute of Technology Patna,Mechanical Engineering,P4125,4209,5378,2227,2653,887,1361,698,799,0,0,0,0,0,0,0,0
Indian Institute of Technology Roorkee,Biotechnology,R4104,1804,2939,1246,1467,612,745,333,404,150,150,0,0,0,0,0,0
Indian Institute of Technology Roorkee,Chemical Engineering,R4107,1776,2761,762,1267,304,520,73,203,82,84,162,162,0,0,0,0
Indian Institute of Technology Roorkee,Civil Engineering,R4109,432,961,318,469,116,277,128,187,23,23,0,0,0,0,0,0
Indian Institute of Technology Roorkee,Computer Science and Engineering,R4110,1033,1681,210,696,206,378,70,180,68,69,112,112,134,134,0,0
Indian Institute of Technology Roorkee,Electrical Engineering,R4111,967,1293,394,640,217,403,152,220,48,48,140,140,0,0,0,0
Indian Institute of Technology Roorkee,Electronics and Communication Engineering,R4114,984,1763,410,728,239,315,116,170,73,73,151,151,0,0,0,0
Indian Institute of Technology Roorkee,Mechanical Engineering,R4125,2966,4440,1749,2375,989,1241,547,686,0,0,0,0,0,0,0,0
Indian Institute of Technology Roorkee,Metallurgical and Materials Engineering,R4127,4515,5930,2060,2603,1222,1422,761,796,0,0,0,0,0,0,0,0
Indian Institute of Technology Roorkee,Polymer Science and Technology,R4135,2002,3357,1301,1778,744,1029,363,537,139,139,0,0,0,0,0,0
Indian Institute of Technology Roorkee,Production and Industrial Engineering,R4136,5066,6832,2576,2900,1395,1556,816,872,0,0,0,0,0,0,0,0
Indian Institute of Technology Roorkee,Pulp and Paper Engineering,R4137,3863,7197,2689,4334,1487,1763,0,0,77,77,0,0,0,0,0,0
Indian Institute of Technology Roorkee,Architecture,R5101,3034,3390,1503,1774,863,948,496,501,159,159,0,0,0,0,0,0
Indian Institute of Technology Roorkee,Chemical Engineering with M.Tech. in Hydrocarbon Engineering,R5211,2448,3011,755,1430,524,569,122,122,0,0,0,0,0,0,0,0
Indian Institute of Technology Roorkee,Civil Engineering with M.Tech. in Structural Engineering,R5214,1734,1914,749,835,480,529,190,190,0,0,0,0,0,0,0,0
Indian Institute of Technology Roorkee,Electrical Engineering with M.Tech. in Power Electronics,R5223,1369,1783,712,889,427,464,258,312,0,0,0,0,0,0,0,0
Indian Institute of Technology Roorkee,Electronics and Communication Engineering with M.Tech. in Wireless Communication,R5224,4507,4825,2293,2419,1230,1281,676,676,0,0,0,0,0,0,0,0
Indian Institute of Technology Roorkee,Metallurgical and Materials Engineering with M.Tech. in Materials Engineering,R5242,4383,5842,1661,2910,1135,1637,910,930,0,0,0,0,0,0,0,0
Indian Institute of Technology Roorkee,Geological Technology,R5302,3954,5216,2498,3153,1608,1698,793,875,0,0,0,0,0,0,0,0
Indian Institute of Technology Roorkee,Geophysical Technology,R5303,4413,6041,2084,3071,1359,1561,806,869,0,0,0,0,0,0,0,0
Indian Institute of Technology Roorkee,Process Engineering with MBA,R5403,3399,5340,2619,3495,1563,1738,739,972,0,0,0,0,0,0,0,0
Indian Institute of Technology Roorkee,Applied Mathematics,R5502,5485,6547,3473,3526,1388,1709,943,970,0,0,0,0,0,0,0,0
Indian Institute of Technology Roorkee,Chemistry,R5503,4574,6002,2823,3383,1674,1741,593,950,0,0,0,0,0,0,0,0
Indian Institute of Technology Roorkee,Physics,R5507,4775,6016,2259,2342,1218,1226,581,606,0,0,0,0,0,0,0,0
Indian School of Mines Dhanbad,Chemical Engineering,S4107,2288,5093,813,1836,611,1205,488,583,103,103,0,0,0,0,0,0
Indian School of Mines Dhanbad,Computer Science and Engineering,S4110,3023,5720,1422,2218,578,1186,400,523,137,137,0,0,0,0,0,0
Indian School of Mines Dhanbad,Electrical Engineering,S4111,3546,5744,996,2285,991,1215,435,548,131,131,0,0,0,0,0,0
Indian School of Mines Dhanbad,Electronics and Communication Engineering,S4114,6479,6961,2347,3130,1404,1656,639,822,0,0,0,0,0,0,0,0
Indian School of Mines Dhanbad,Environmental Engineering,S4119,3854,5667,1235,2181,879,1154,390,526,65,65,0,0,0,0,0,0
Indian School of Mines Dhanbad,Mechanical Engineering,S4125,6377,6893,2518,2979,1408,1613,704,792,0,0,0,0,0,0,0,0
Indian School of Mines Dhanbad,Mineral Engineering,S4129,5012,6665,1439,2701,975,1371,432,661,0,0,0,0,0,0,0,0
Indian School of Mines Dhanbad,Mining Engineering,S4130,5823,6789,1211,2999,1339,1526,672,790,0,0,0,0,0,0,0,0
Indian School of Mines Dhanbad,Mining Machinery Engineering,S4131,2818,5616,1394,2473,788,1274,354,652,0,0,0,0,0,0,0,0
Indian School of Mines Dhanbad,Petroleum Engineering,S4134,6742,6956,2889,3182,1447,1658,797,797,0,0,0,0,0,0,0,0
Indian School of Mines Dhanbad,Mineral Engineering with M.Tech in Mineral Engineering,S5246,5882,6705,2557,2961,1342,1436,553,553,0,0,0,0,0,0,0,0
Indian School of Mines Dhanbad,Mining Engineering with M.Tech. in Mining Engineering,S5247,5040,6003,2296,2461,1179,1315,510,510,0,0,0,0,0,0,0,0
Indian School of Mines Dhanbad,Petroleum Engineering with M.Tech in Petroleum Management,S5252,5134,6381,2318,2813,1261,1471,699,818,0,0,0,0,0,0,0,0
Indian School of Mines Dhanbad,Mathematics and Computing,S5305,6529,6986,3198,3325,1659,1714,901,901,0,0,0,0,0,0,0,0
Indian School of Mines Dhanbad,Mineral Engineering with MBA,S5401,6334,6932,2623,3208,1455,1568,544,544,0,0,0,0,0,0,0,0
Indian School of Mines Dhanbad,Mining Engineering with MBA,S5402,6093,7024,3364,3579,1736,1745,995,996,99,99,0,0,0,0,0,0
Indian School of Mines Dhanbad,Applied Geology,S5701,6403,7018,3530,3583,1663,1719,992,1002,0,0,0,0,0,0,0,0
Indian School of Mines Dhanbad,Applied Geophysics,S5702,1938,2886,829,1346,517,936,298,482,0,0,0,0,0,0,0,0
Indian Institute of Technology Ropar,Computer Science and Engineering,U4110,2910,3862,1489,1880,1003,1073,240,369,0,0,0,0,0,0,0,0
Indian Institute of Technology Ropar,Electrical Engineering,U4111,3396,4309,1434,2007,911,1002,406,475,130,130,0,0,0,0,0,0
Indian Institute of Technology Ropar,Mechanical Engineering,U4125,5121,6411,2254,2859,1273,1568,724,743,0,0,0,0,0,0,0,0
Institute of Technology  Banaras Hindu University Varanasi,Ceramic Engineering,V4106,3024,4258,1540,2162,795,1044,411,546,167,167,0,0,0,0,0,0
Institute of Technology  Banaras Hindu University Varanasi,Chemical Engineering,V4107,2993,3636,1298,1537,624,812,227,281,0,0,0,0,0,0,0,0
Institute of Technology  Banaras Hindu University Varanasi,Civil Engineering,V4109,1085,1849,466,886,352,597,197,296,27,27,118,118,0,0,0,0
Institute of Technology  Banaras Hindu University Varanasi,Computer Science and Engineering,V4110,1789,2799,784,1155,562,723,221,294,119,119,0,0,0,0,0,0
Institute of Technology  Banaras Hindu University Varanasi,Electrical Engineering,V4111,1791,2684,857,1272,405,783,345,399,0,0,0,0,0,0,0,0
Institute of Technology  Banaras Hindu University Varanasi,Electronics Engineering,V4113,1818,2959,739,1287,439,726,238,339,71,126,0,0,0,0,0,0
Institute of Technology  Banaras Hindu University Varanasi,Mechanical Engineering,V4125,4192,5075,1955,2539,1228,1346,680,719,0,0,0,0,0,0,0,0
Institute of Technology  Banaras Hindu University Varanasi,Metallurgical Engineering,V4126,4516,6406,2373,2986,1132,1515,685,723,0,0,0,0,0,0,0,0
Institute of Technology  Banaras Hindu University Varanasi,Mining Engineering,V4130,6964,7119,3354,3606,1731,1770,988,1005,0,0,0,0,0,0,0,0
Institute of Technology  Banaras Hindu University Varanasi,Pharmaceutics,V4301,5802,6419,2997,3185,1592,1669,827,881,0,0,0,0,0,0,0,0
Institute of Technology  Banaras Hindu University Varanasi,Biochemical Engineering,V5204,5007,6563,3194,3260,1508,1680,887,888,0,0,0,0,0,0,0,0
Institute of Technology  Banaras Hindu University Varanasi,Bioengineering with M.Tech in Biomedical Technology,V5206,6042,6795,2993,3176,1505,1641,884,890,0,0,0,0,0,0,0,0
Institute of Technology  Banaras Hindu University Varanasi,Ceramic Engineering,V5209,3185,3831,1601,1677,826,881,375,391,0,0,0,0,0,0,0,0
Institute of Technology  Banaras Hindu University Varanasi,Civil Engineering with M.Tech. in Structural Engineering,V5214,1855,2136,984,1029,649,679,430,430,57,57,0,0,0,0,0,0
Institute of Technology  Banaras Hindu University Varanasi,Computer Science and Engineering,V5216,2156,3025,1273,1333,772,797,336,359,0,0,0,0,0,0,0,0
Institute of Technology  Banaras Hindu University Varanasi,Electrical Engineering with M.Tech. in Power Electronics,V5223,4808,5533,2388,2739,1340,1546,460,823,0,0,0,0,0,0,0,0
Institute of Technology  Banaras Hindu University Varanasi,Material Science and Technology,V5232,2962,3157,1334,1396,533,764,364,379,0,0,0,0,0,0,0,0
Institute of Technology  Banaras Hindu University Varanasi,Mechanical Engineering,V5233,5089,5391,2486,2857,1416,1500,740,753,0,0,0,0,0,0,0,0
Institute of Technology  Banaras Hindu University Varanasi,Metallurgical Engineering,V5240,5954,6673,3042,3115,1427,1544,833,856,0,0,0,0,0,0,0,0
Institute of Technology  Banaras Hindu University Varanasi,Mining Engineering,V5247,3717,4690,1417,2563,1173,1344,592,839,0,0,0,0,0,0,0,0
